srcIP,dstIP,protocol,sPort,dPort
708,158,6,23,68
437,146,6,80,20
269,577,6,25,21
408,828,6,21,80
925,209,6,20,21
255,112,6,22,20
889,961,17,21,25
109,874,6,25,80
136,42,1,80,23
7,343,17,53,20
451,993,17,20,80
979,7,17,80,80
179,687,6,25,21
490,48,17,80,22
271,486,6,23,22
308,111,89,21,80
904,109,6,25,53
574,132,17,80,80
994,604,6,21,79
765,914,17,68,21
78,189,6,53,80
487,623,17,25,79
810,60,17,53,53
680,34,17,22,22
133,828,6,80,80
659,785,1,23,53
555,72,17,80,25
112,34,6,80,22
873,748,6,53,79
785,623,17,22,22
118,876,17,53,53
141,770,6,21,21
616,654,6,80,68
463,629,17,20,80
372,912,1,25,53
799,694,17,21,53
545,360,6,80,23
914,958,6,21,25
764,467,6,68,53
730,547,1,53,23
707,251,17,68,68
136,953,17,23,80
724,237,1,20,22
410,283,17,79,68
285,908,17,21,21
510,880,17,53,53
864,853,17,80,23
723,708,6,23,53
674,248,6,23,25
618,217,6,20,80
575,21,6,53,80
331,749,17,53,23
111,756,1,53,80
290,875,6,23,25
224,650,6,53,68
539,13,6,53,53
900,388,17,80,53
935,223,17,80,23
422,658,17,23,79
628,486,1,20,79
962,384,6,68,53
674,87,17,25,79
500,939,17,80,23
971,48,1,22,80
86,750,89,23,80
869,181,6,53,22
572,213,1,53,20
109,786,6,20,25
325,767,17,23,80
241,46,6,80,22
461,660,6,80,53
741,855,6,80,53
629,793,17,80,53
588,776,6,25,53
801,103,17,80,25
634,595,6,21,20
14,823,89,25,25
669,668,17,22,25
486,831,17,80,25
127,221,6,21,20
636,883,1,21,20
753,398,6,25,22
213,492,6,80,80
312,417,89,21,53
187,878,6,80,80
863,970,1,53,23
188,48,17,22,53
873,519,6,21,80
721,166,17,25,53
18,809,6,53,80
487,340,6,25,20
786,135,17,53,20
147,7,6,53,25
899,124,6,80,21
243,402,17,25,23
314,907,6,21,25
591,506,17,79,53
434,731,17,53,23
49,127,1,22,23
856,428,6,23,80
983,162,6,53,79
186,476,6,23,80
725,18,17,25,79
600,279,17,80,53
98,221,6,25,80
293,573,6,53,80
270,931,6,79,80
795,693,17,80,53
46,872,6,22,53
124,495,89,23,53
541,835,6,53,22
299,607,17,80,80
117,484,17,23,80
549,3,6,23,79
533,969,6,22,25
732,523,6,20,53
322,454,17,22,20
888,977,1,20,21
208,491,6,79,53
301,753,89,22,79
390,922,6,25,21
688,759,6,53,21
553,882,6,23,80
490,911,6,80,79
891,806,6,80,22
120,99,17,53,53
491,245,17,25,25
298,205,6,53,80
149,346,17,21,80
994,367,1,23,21
14,861,6,20,68
2,770,6,25,80
27,441,17,25,25
687,190,6,79,79
612,455,17,53,20
644,970,17,21,23
377,368,6,25,53
518,92,6,80,53
222,377,6,22,80
592,497,6,21,53
92,219,17,22,53
684,881,17,22,22
758,51,17,80,23
211,249,6,80,80
820,999,89,53,80
939,251,6,21,53
25,95,17,79,80
914,842,6,25,25
64,675,17,23,22
761,532,17,21,25
813,823,6,80,79
682,181,6,80,53
273,799,6,23,53
82,153,6,21,20
465,673,89,53,20
750,130,17,22,21
625,751,17,20,53
11,875,17,53,25
179,886,6,21,20
820,326,6,80,25
824,359,1,80,53
942,102,17,23,20
867,980,6,80,25
914,161,6,20,79
675,376,17,79,53
474,727,17,25,53
9,440,17,53,80
351,277,6,53,20
101,360,17,23,25
329,290,17,53,22
126,687,1,21,20
123,394,89,53,53
407,166,17,20,21
520,730,6,80,53
964,122,1,21,23
550,194,6,80,53
812,146,1,22,25
623,236,6,53,22
743,370,17,79,68
662,806,17,22,80
767,456,6,53,23
305,224,17,25,21
222,307,17,79,25
785,674,17,79,80
396,56,6,23,20
807,441,6,25,68
297,522,6,20,20
109,401,17,80,20
140,690,6,23,80
644,74,6,68,80
669,449,17,25,80
1000,739,6,53,23
713,921,17,25,25
928,850,6,22,53
222,265,17,20,20
827,195,17,53,80
473,195,6,79,21
654,558,17,22,80
301,724,6,68,80
371,628,6,80,21
726,928,89,80,23
606,425,17,21,23
660,367,89,20,25
339,104,6,53,20
147,984,6,21,80
724,695,6,80,80
913,209,17,53,53
842,32,17,21,53
23,166,6,80,23
792,251,6,22,25
727,895,6,20,20
464,952,17,53,80
781,427,17,53,80
887,12,17,25,80
448,707,6,53,80
243,856,89,22,80
447,250,6,25,22
971,294,17,53,53
921,264,6,20,53
281,917,6,80,25
111,763,17,53,22
457,112,6,23,23
926,230,17,25,23
712,853,17,22,80
524,373,6,68,20
858,772,6,21,53
549,955,17,22,22
593,803,6,21,25
392,422,17,80,80
131,647,17,68,79
826,998,6,20,21
63,788,17,53,22
963,901,17,80,80
85,52,1,23,22
108,531,6,25,53
342,100,17,79,20
554,997,6,53,22
5,277,6,53,80
954,341,17,23,80
532,468,6,80,53
512,348,6,80,25
985,966,6,23,53
779,878,17,53,22
651,405,17,53,22
559,443,17,23,53
257,515,17,20,21
143,557,17,53,22
72,705,1,53,22
996,778,17,22,20
629,529,6,53,23
523,709,17,25,80
673,686,6,23,21
629,203,6,80,80
401,333,6,53,25
347,577,1,20,53
496,547,17,80,25
541,15,17,25,22
79,627,17,80,80
486,486,17,53,20
612,420,6,80,80
288,838,6,23,79
185,941,17,80,23
785,948,17,53,80
219,193,6,68,20
657,461,6,53,80
874,180,6,53,80
676,960,6,80,25
286,458,17,79,80
318,445,1,80,68
538,198,6,80,23
876,508,17,22,53
86,924,6,80,21
788,236,6,53,53
96,638,17,80,21
471,990,6,53,22
710,785,17,25,79
1825,798,17,25,80
503,511,17,80,68
200,221,89,22,20
485,872,17,21,80
535,900,6,53,53
888,964,6,21,22
435,81,17,68,21
322,626,6,53,23
455,169,17,80,25
206,901,89,53,21
373,599,17,23,20
98,80,6,80,53
641,209,6,53,20
214,515,17,80,23
210,50,17,22,20
16,287,89,53,53
377,632,1,22,80
420,360,17,25,80
469,180,17,23,53
78,894,17,53,53
